common_name,diameter_breast_height,date_planted,age_description,latitude,longitude
Oyster Bay pine,,2019-10-18,,-37.819777316410665,144.98053886340242
Rottnest Island Pine,,2019-10-18,,-37.819433877182334,144.9799504452412
Rottnest Island Pine,,2019-10-18,,-37.81905287886196,144.9793003482918
Oyster Bay pine,,2019-10-18,,-37.81974666878287,144.98048062493356
Rottnest Island Pine,,2019-10-18,,-37.819520419015205,144.98009395218006
Oyster Bay pine,,2019-10-18,,-37.81973030081373,144.98045630552247
Rottnest Island Pine,,2019-10-18,,-37.818891176944824,144.97902552419
Oyster Bay pine,,2019-10-18,,-37.81896448782341,144.97915416716137
Oyster Bay pine,,2019-10-18,,-37.81966124774104,144.98033413286942
Rottnest Island Pine,,2019-10-18,,-37.819326022081775,144.9797675315656
Chinese Pistachio,,2019-10-18,,-37.79513472741989,144.94475028206745
Smooth-barked apple,,2019-10-18,,-37.812539165691256,144.9386751381675
Rottnest Island Pine,,2019-10-18,,-37.819466286129014,144.98000102382395
Chinese Pistachio,,2019-10-18,,-37.795559205854616,144.94467423939722
Rottnest Island Pine,,2019-10-18,,-37.81912017324669,144.97941450116633
Oyster Bay pine,,2019-10-18,,-37.81890979233819,144.9790600059069
Rottnest Island Pine,,2019-10-18,,-37.81931321562872,144.97974595540893
Spotted Gum,,2019-10-18,,-37.798213535428786,144.9491872978088
Rottnest Island Pine,,2019-10-18,,-37.81930135324388,144.97972162705167
Blueberry ash,,2019-10-18,,-37.81874953724057,144.97880650054827
Rottnest Island Pine,,2019-10-18,,-37.8192565043103,144.97964457767065
Oyster Bay pine,,2019-10-18,,-37.818874979096165,144.97900063272792
Rottnest Island Pine,,2019-10-18,,-37.81937727318284,144.97985531241474
Rottnest Island Pine,,2019-10-18,,-37.81944953438627,144.97997535183697
Cabbage Tree Palm,,2019-10-22,,-37.802690788797676,144.96298456836476
Mexican or Washington Palm,,2019-10-22,,-37.80275550849422,144.9631625826397
European Fan Palm,,2019-10-22,,-37.81322990052455,144.97583640899632
Canary Island Date Palm,,2019-10-22,,-37.802064858036424,144.96324663623665
European Fan Palm,,2019-10-22,,-37.81295750878752,144.9767193098571
European Fan Palm,,2019-10-22,,-37.81294366765376,144.97676342102227
European Fan Palm,,2019-10-22,,-37.81303543396593,144.97649749337106
European Fan Palm,,2019-10-22,,-37.81290601061543,144.97687951868167
European Fan Palm,,2019-10-22,,-37.8130043510971,144.9765766076682
European Fan Palm,,2019-10-22,,-37.81325123113962,144.97582957875215
Chinese Parasol Tree,,2019-10-23,,-37.80533543122956,144.9433327149273
Chinese Parasol Tree,,2019-10-23,,-37.80535312330361,144.94347885678943
Chinese Parasol Tree,,2019-10-23,,-37.80534606502512,144.94341010910856
Camphor Laurel,,2019-10-23,,-37.796623674196454,144.95366812275321
Chinese Parasol Tree,,2019-10-23,,-37.80536890546202,144.94364981231013
Pin Cushion Hakea,,2019-10-24,,-37.803191474744196,144.92895765772872
Pin Cushion Hakea,,2019-10-24,,-37.8029017867834,144.92584682129197
Jacaranda,,2019-10-24,,-37.79445066834377,144.9547939992335
Hedge Maple,,2019-10-24,,-37.7919751063804,144.92184648022058
Silver Banksia,,2019-10-24,,-37.80287176580328,144.92553918716615
Pau Ferro,,2019-10-24,,-37.79418990482067,144.95509713796434
Pin Cushion Hakea,,2019-10-24,,-37.80291302207959,144.92583492213288
Tuckeroo,,2019-10-24,,-37.7914725032535,144.93187931862403
Silver Banksia,,2019-10-24,,-37.80299101921597,144.92680984108955
Pin Cushion Hakea,,2019-10-24,,-37.80324213493225,144.92901995930322
Pin Cushion Hakea,,2019-10-24,,-37.80290682779419,144.92579534360678
Pin Cushion Hakea,,2019-10-24,,-37.8031831411918,144.92897572214616
Pin Cushion Hakea,,2019-10-24,,-37.80314229872648,144.92868769588955
Silver Banksia,,2019-10-24,,-37.802898353639605,144.92586679325652
Pin Cushion Hakea,,2019-10-24,,-37.8028632809379,144.92588628748786
Coastal Banksia,,2019-10-24,,-37.803214511628305,144.92899676618225
Sweet Bursaria,,2019-10-24,,-37.793685042492584,144.9536431433152
Silver Banksia,,2019-10-24,,-37.80286695868921,144.92584438840717
Chinese Parasol Tree,,2019-10-24,,-37.795647189246864,144.95330167644235
Silver Banksia,,2019-10-24,,-37.80317789060836,144.92893850195037
Pin Cushion Hakea,,2019-10-24,,-37.80318901151401,144.92894057639282
Pin Cushion Hakea,,2019-10-24,,-37.80318007563364,144.9289551367471
Chanticleer Pear,,2019-10-24,,-37.798304052160624,144.93355394512344
Silver Banksia,,2019-10-24,,-37.803159646919546,144.92877739140064
Chanticleer Pear,,2019-10-24,,-37.80162392170869,144.94804784726693
Coastal Banksia,,2019-10-24,,-37.80319090772318,144.92892541765895
Coastal Banksia,,2019-10-24,,-37.80318679921549,144.9289070193624
Chanticleer Pear,,2019-10-24,,-37.79829590026875,144.93444024335534
Pin Cushion Hakea,,2019-10-24,,-37.80320895789106,144.92902429342894
Pin Cushion Hakea,,2019-10-24,,-37.80291643122317,144.92581358791438
Port Jackson or Rusty Fig,,2019-10-24,,-37.80415313450762,144.95244183793443
Pin Cushion Hakea,,2019-10-24,,-37.80286815438433,144.9259122737599
Pin Cushion Hakea,,2019-10-24,,-37.80280950725338,144.92555523991754
Pin Cushion Hakea,,2019-10-24,,-37.80310322232943,144.92826446397916
Silver Banksia,,2019-10-24,,-37.80279792434581,144.92552694275233
Pin Cushion Hakea,,2019-10-24,,-37.80320372381093,144.92906487311657
Pin Cushion Hakea,,2019-10-24,,-37.803199059694,144.9289841364676
Pin Cushion Hakea,,2019-10-24,,-37.80322222411184,144.92903562128532
Pin Cushion Hakea,,2019-10-24,,-37.80314462751314,144.92866639191138
Silver Banksia,,2019-10-24,,-37.80324681979712,144.92904038590964
Camphor Laurel,,2019-10-25,,-37.83044103154955,144.96941585205838
Sapporo Autumn Gold Elm,,2019-10-25,,-37.77957333055746,144.96209565701417
English Elm,,2019-10-25,,-37.838243486228436,144.9845135504591
London Plane,,2019-10-25,,-37.7958403702383,144.93920800507954
London Plane,,2019-10-25,,-37.796276317032074,144.93966401191062
London Plane,,2019-10-25,,-37.79572577093314,144.93899859449232
Blueberry ash,,2019-10-25,,-37.79606281487778,144.93744949391555
Tulip Tree,,2019-10-25,,-37.837557886942264,144.98361452953665
Atlas Cedar,,2019-10-25,,-37.77964966559925,144.96064329308643
Jacaranda,,2019-10-25,,-37.779365311009975,144.96208888076302
Chinese Flame Tree,,2019-10-29,,-37.80373750123481,144.95474885120248
Liquidamber or Sweet Gum,,2019-10-29,,-37.80923102096419,144.96120030824795
Chinese Flame Tree,,2019-10-29,,-37.80372007090218,144.95462734885567
Pau Ferro,,2019-10-29,,-37.801916826600866,144.96604319188447
Chinese Flame Tree,,2019-10-29,,-37.80374919822415,144.9548723290289
Liquidamber or Sweet Gum,,2019-10-29,,-37.80919708485866,144.96132743680977
Chinese Flame Tree,,2019-10-29,,-37.803784187160076,144.95517984306605
Chinese Flame Tree,,2019-10-29,,-37.80376590241003,144.95499873539168
Sapporo Autumn Gold Elm,,2019-10-29,,-37.80082965984185,144.96104645215848
Camphor Laurel,,2019-10-30,,-37.822452775507195,144.9305634141517
Flame Tree,,2019-10-30,,-37.7938047249014,144.92002738146533
Flame Tree,,2019-10-30,,-37.82716539372171,144.95948882353323
Chinese Flame Tree,,2019-10-30,,-37.77935252427342,144.9621311286544
black booyong,,2019-10-30,,-37.80522378698481,144.94225009625885
Camphor Laurel,,2019-10-30,,-37.814555697753754,144.939909710685
black booyong,,2019-10-30,,-37.8052083595084,144.94214080576134
Liquidamber or Sweet Gum,,2019-10-31,,-37.823011405085246,144.96544452219095
Lemon Scented Gum,,2019-10-31,,-37.82364991452625,144.96751750952365
Ironbark,,2019-10-31,,-37.82382058854494,144.96824799399164
Liquidamber or Sweet Gum,,2019-10-31,,-37.82302395519258,144.9655084797852
Lemon Scented Gum,,2019-10-31,,-37.82370375047026,144.9675456845195
Liquidamber or Sweet Gum,,2019-10-31,,-37.823048069125065,144.96565755326316
Liquidamber or Sweet Gum,,2019-10-31,,-37.823035316817645,144.96557667354446
Lemon Scented Gum,,2019-10-31,,-37.82382157368621,144.9682633042565
Lemon Scented Gum,,2019-10-31,,-37.823833589682565,144.9683277321368
Lemon Scented Gum,,2019-10-31,,-37.82384583720589,144.96843691585076
Smooth-barked apple,,2019-11-04,,-37.81463747948511,144.9387125324599
Smooth-barked apple,,2019-11-04,,-37.815173811880946,144.93866876037393
Yellow Gum,,2019-11-04,,-37.79081785391192,144.95822258267043
Smooth-barked apple,,2019-11-04,,-37.81478758851624,144.93842277890857
Grey Sheoak,,2019-11-04,,-37.8211759158881,144.96795596245855
Smooth-barked apple,,2019-11-04,,-37.81531987174244,144.9387551197678
Kanooka,,2019-11-04,,-37.81565438494458,144.9391411305101
Smooth-barked apple,,2019-11-04,,-37.8153748050433,144.93895885974757
Coastal Banksia,,2019-11-04,,-37.815425453670414,144.93901050041742
Manna Gum,,2019-11-04,,-37.81495065872958,144.93871892920805
Yellow Gum,,2019-11-04,,-37.790793125582965,144.9578514723651
Coastal Banksia,,2019-11-04,,-37.81533689826923,144.93900705638532
Smooth-barked apple,,2019-11-04,,-37.81458482115976,144.93885496835216
Cootamundra Wattle,,2019-11-04,,-37.79080310613848,144.95823479875958
Kanooka,,2019-11-04,,-37.81562290357659,144.93912394421397
Rose sheoak,,2019-11-04,,-37.79076747442547,144.95777018931622
Grey Sheoak,,2019-11-04,,-37.821100516271876,144.9680255120361
Sweet Pittosporum,,2019-11-04,,-37.82098950173957,144.96809399332912
Prickly Paperbark,,2019-11-04,,-37.82112937081731,144.9679690540275
Rose sheoak,,2019-11-04,,-37.790768759438315,144.95779752156
Long-flowered Marlock,,2019-11-04,,-37.7908090117662,144.95827915119105
Smooth-barked apple,,2019-11-04,,-37.81454747670539,144.93906399903864
Smooth-barked apple,,2019-11-04,,-37.815213239641785,144.9386868612939
Black matipo,,2019-11-04,,-37.79077523992673,144.95787501722404
Coastal Banksia,,2019-11-04,,-37.815386418753015,144.9390045431277
tba,,2019-11-04,,-37.82106215532884,144.9679697615055
Smooth-barked apple,,2019-11-04,,-37.814943065865286,144.93851171529758
Kanooka,,2019-11-04,,-37.81553721785039,144.93909395230668
Manna Gum,,2019-11-04,,-37.81510204011076,144.93879525762574
Sweet Pittosporum,,2019-11-04,,-37.820979800812864,144.96807494650673
Sticky Wattle,,2019-11-04,,-37.79079815778467,144.9581417033143
Smooth-barked apple,,2019-11-04,,-37.81466196636525,144.938639036989
Kanooka,,2019-11-04,,-37.81560350992503,144.93910744412102
Coastal Banksia,,2019-11-04,,-37.815403622768045,144.93900406463695
Kanooka,,2019-11-04,,-37.81560472336096,144.93913558227513
Black matipo,,2019-11-04,,-37.79077844889115,144.95791456083316
Coastal Banksia,,2019-11-04,,-37.81535149214386,144.9390067640869
Smooth-barked apple,,2019-11-04,,-37.81498520653345,144.93854064577303
Kanooka,,2019-11-04,,-37.81551301716461,144.9390705429657
Manna Gum,,2019-11-04,,-37.8151380894252,144.9388108398693
Kanooka,,2019-11-04,,-37.815642191349774,144.939170436719
Coastal Banksia,,2019-11-04,,-37.81536841202712,144.93900549832767
Smooth-barked apple,,2019-11-04,,-37.815279831709034,144.9389131094231
Smooth-barked apple,,2019-11-04,,-37.815235934812925,144.93890740101935
Kanooka,,2019-11-04,,-37.815570008046,144.93914472668337
Manna Gum,,2019-11-04,,-37.81491370448619,144.93867224710175
Kanooka,,2019-11-04,,-37.81549091598526,144.93904866559458
Manna Gum,,2019-11-04,,-37.81500507725126,144.93876455760443
Manna Gum,,2019-11-04,,-37.814906530092046,144.9386279173133
Smooth-barked apple,,2019-11-04,,-37.81541879534655,144.93896990460698
Kanooka,,2019-11-04,,-37.81558706559782,144.9391152852259
Yellow Gum,,2019-11-04,,-37.79081005186396,144.95816760792923
Moonah,,2019-11-04,,-37.82101190066525,144.96806554575784
Yellow Gum,,2019-11-04,,-37.790773833030364,144.9578198664692
Smooth-barked apple,,2019-11-04,,-37.81460918697981,144.9387899959604
tba,,2019-11-04,,-37.82104189050344,144.9679756567574
Pau Ferro,,2019-11-05,,-37.80920528260777,144.96317072782156
Pau Ferro,,2019-11-05,,-37.80917105123944,144.96327048913665
Chinaberry Tree,,2019-11-05,,-37.81852811809045,144.95686611836922
Chinese Pistachio,,2019-11-05,,-37.85026887895039,144.98172228791657
Chinaberry Tree,,2019-11-05,,-37.81745519949743,144.95637394025815
Coastal Banksia,,2019-11-06,,-37.81533399840955,144.93944379992337
Spotted Gum,,2019-11-06,,-37.81507332302888,144.93922431165967
Hill¿s Weeping Fig,,2019-11-06,,-37.82133412859525,144.94339920972092
Moonah,,2019-11-06,,-37.814777298449684,144.93910134152753
Coastal Banksia,,2019-11-06,,-37.81458916467694,144.93903103310103
Coastal Banksia,,2019-11-06,,-37.81534745379214,144.93945569413967
River Sheoak,,2019-11-06,,-37.81513298199744,144.93918834668673
Coastal Banksia,,2019-11-06,,-37.815488530610416,144.9394993680704
Coastal Banksia,,2019-11-06,,-37.81536485650778,144.93946656983078
Coastal Banksia,,2019-11-06,,-37.81485657519807,144.938986563902
Coastal Banksia,,2019-11-06,,-37.81464429491072,144.93903495239604
Coastal Banksia,,2019-11-06,,-37.814872967913146,144.93899121976685
Red Gum,,2019-11-06,,-37.815206958410414,144.93935770541634
Southern Magnolia,,2019-11-06,,-37.82100005193692,144.94219677539309
Rose sheoak,,2019-11-06,,-37.81511882591537,144.93919305700112
Moonah,,2019-11-06,,-37.81496982602484,144.93921673906905
Moonah,,2019-11-06,,-37.8149481282361,144.93920246147846
Coastal Banksia,,2019-11-06,,-37.81529967247575,144.93941340194237
Coastal Banksia,,2019-11-06,,-37.81528584950542,144.93939595176397
Hill¿s Weeping Fig,,2019-11-06,,-37.8213639591469,144.94340962856813
Rose sheoak,,2019-11-06,,-37.8151337701089,144.93917673801246
Moreton Bay Fig,,2019-11-06,,-37.821355702150875,144.94238513821583
Coastal Banksia,,2019-11-06,,-37.81542898149217,144.93949011867235
Moonah,,2019-11-06,,-37.8149264205098,144.93918761619562
Coastal Banksia,,2019-11-06,,-37.81469767657436,144.9390162013287
Southern Magnolia,,2019-11-06,,-37.82108005053944,144.94246345606277
Hill¿s Weeping Fig,,2019-11-06,,-37.82160506114824,144.94352017677005
Coastal Banksia,,2019-11-06,,-37.815442317655155,144.93949520045857
Coastal Banksia,,2019-11-06,,-37.81545989985129,144.93949573393053
Rose sheoak,,2019-11-06,,-37.815141462157584,144.93919401782824
Coastal Banksia,,2019-11-06,,-37.81550560879242,144.93949684845958
Coastal Banksia,,2019-11-06,,-37.814711883036395,144.93902466663064
Moonah,,2019-11-06,,-37.814696217093626,144.93908212700913
Moonah,,2019-11-06,,-37.8147184493231,144.93908059994848
Coastal Banksia,,2019-11-06,,-37.81552228694204,144.9394920680457
Moonah,,2019-11-06,,-37.81473927947884,144.93908649555792
Coastal Banksia,,2019-11-06,,-37.81526947930287,144.939371983864
Coastal Banksia,,2019-11-06,,-37.814615915830686,144.93903540087766
Dwarf Yellow Bloodwood,,2019-11-06,,-37.82161189483922,144.9424722020064
Hill¿s Weeping Fig,,2019-11-06,,-37.82154631947012,144.9434952236128
Rose sheoak,,2019-11-06,,-37.815130682509135,144.9392011333484
Spotted Gum,,2019-11-06,,-37.815227646099494,144.9393194163309
Coastal Banksia,,2019-11-06,,-37.81466582437974,144.9390190183112
Moonah,,2019-11-06,,-37.814759341352314,144.93908968625513
Yellow Bloodwood,,2019-11-06,,-37.821328163799585,144.94249041984403
Coastal Banksia,,2019-11-06,,-37.81531704605903,144.93943291171863
Coastal Banksia,,2019-11-06,,-37.81469507976068,144.93903774300216
Dwarf Yellow Bloodwood,,2019-11-06,,-37.821528669199786,144.94243338815363
Coastal Banksia,,2019-11-06,,-37.81547363273414,144.93949773759144
Smooth-barked apple,,2019-11-06,,-37.81487481058735,144.9378869091397
Rose sheoak,,2019-11-06,,-37.81514016142478,144.93920723109875
Moreton Bay Fig,,2019-11-06,,-37.8216170134615,144.94260009343856
Spotted Gum,,2019-11-06,,-37.815119505626626,144.9392782348246
Rose sheoak,,2019-11-06,,-37.81512640530157,144.9391833041849
Rose sheoak,,2019-11-06,,-37.815140524964626,144.93918166196386
Smooth-barked apple,,2019-11-06,,-37.814844484138874,144.93797169988747
River Birch,,2019-11-07,,-37.825575344785506,144.96144380625594
River Birch,,2019-11-07,,-37.82560335327765,144.96132306106682
River Birch,,2019-11-07,,-37.82555253255265,144.96139103638242
River Birch,,2019-11-07,,-37.825640048607845,144.9613188700164
Flame Tree,,2019-11-07,,-37.825948618598865,144.96081457204087
River Birch,,2019-11-07,,-37.82560366452003,144.96140348988348
River Birch,,2019-11-07,,-37.825652972668735,144.96126897940852
River Birch,,2019-11-07,,-37.825704341820135,144.96128472106687
River Birch,,2019-11-07,,-37.82564090775851,144.9612852171665
Blueberry ash,,2019-11-07,,-37.825879739060326,144.96074000696245
Blueberry ash,,2019-11-07,,-37.82597103693383,144.9608341779503
River Birch,,2019-11-07,,-37.82563012551847,144.96130266935157
River Birch,,2019-11-07,,-37.825632494903246,144.96133021189817
River Birch,,2019-11-07,,-37.82559839869801,144.96145328329513
Blueberry ash,,2019-11-07,,-37.82585771600914,144.96071720907267
River Birch,,2019-11-07,,-37.82557093499509,144.96136087718736
River Birch,,2019-11-07,,-37.8256037050646,144.96139542230694
River Birch,,2019-11-07,,-37.82566359276209,144.9612837975441
River Birch,,2019-11-07,,-37.82571774801494,144.96126787831773
Blueberry ash,,2019-11-07,,-37.82581501117621,144.9606710083452
Jacaranda,,2019-11-07,,-37.82579494713531,144.9607352972761
River Birch,,2019-11-07,,-37.825633623447494,144.96131211650447
River Birch,,2019-11-07,,-37.8256798788472,144.96131357017302
River Birch,,2019-11-07,,-37.82557415637959,144.9614740597735
Green Honey Locust,,2019-11-07,,-37.82590147968028,144.96075690478716
River Birch,,2019-11-07,,-37.825636479890754,144.9613053347724
River Birch,,2019-11-07,,-37.8256492958616,144.961358493397
River Birch,,2019-11-07,,-37.82556625486108,144.96141326753883
Blueberry ash,,2019-11-07,,-37.825774715548086,144.96063383033206
Blueberry ash,,2019-11-07,,-37.82579620169468,144.9606516440078
River Birch,,2019-11-07,,-37.82567110183762,144.96133233052345
River Birch,,2019-11-07,,-37.82560302903888,144.96136158449931
River Birch,,2019-11-07,,-37.82566605570046,144.96133235578787
River Birch,,2019-11-07,,-37.82567609555039,144.9612303965297
River Birch,,2019-11-07,,-37.825602229877965,144.96133104483278
Flame Tree,,2019-11-07,,-37.825745492832475,144.96061679772467
River Birch,,2019-11-07,,-37.82557166033869,144.96145481441027
River Birch,,2019-11-07,,-37.825568221036164,144.96144354785167
Blueberry ash,,2019-11-07,,-37.82583611578876,144.9606928089811
River Birch,,2019-11-07,,-37.82564856529776,144.96127466770645
River Birch,,2019-11-07,,-37.82559640350611,144.96140050857002
River Birch,,2019-11-07,,-37.82567027112731,144.96132599110118
River Birch,,2019-11-07,,-37.82562793716191,144.96136885185544
Smooth-barked apple,,2019-11-09,,-37.82586343794115,144.95678503740368
Crepe Myrtle,,2019-11-10,,-37.794291942276985,144.94664596561822
Black matipo,,2019-11-10,,-37.80928690449067,144.96031108813997
Variegated Tarata,,2019-11-10,,-37.81160446885303,144.98836922439565
Black matipo,,2019-11-10,,-37.80923312087798,144.96029643885234
Variegated Tarata,,2019-11-10,,-37.81453917366038,144.98054666465652
Yarra Gum,,2019-11-10,,-37.79108064034477,144.94992270047644
Black matipo,,2019-11-10,,-37.809245450086415,144.960305868046
Lilly Pilly,,2019-11-10,,-37.81154136617371,144.98820452631554
Yellow Gum,,2019-11-10,,-37.811592675680366,144.9882433447901
Honey locust,,2019-11-10,,-37.79432221708112,144.9466456951762
Lilly Pilly,,2019-11-10,,-37.81154263161745,144.98822584707565
Yarra Gum,,2019-11-10,,-37.79476114456676,144.9525546860018
Black matipo,,2019-11-10,,-37.80922097417417,144.96029234322637
River red gum,,2019-11-10,,-37.79127727902215,144.95002117188687
Lilly Pilly,,2019-11-10,,-37.81153697302523,144.98817420317692
Yarra Gum,,2019-11-10,,-37.79082447790525,144.94992512510674
Honey locust,,2019-11-10,,-37.794379527062546,144.94662991285654
Sweet Pittosporum,,2019-11-10,,-37.80910401594877,144.96029317647643
Honey locust,,2019-11-10,,-37.794357496503665,144.94663268056817
Black matipo,,2019-11-10,,-37.8092550416554,144.96031332801306
Crepe Myrtle,,2019-11-10,,-37.794306186879126,144.94664114221814
Lilly Pilly,,2019-11-10,,-37.81154562596297,144.98824814322657
Black matipo,,2019-11-10,,-37.809262878152,144.96031311236186
Black matipo,,2019-11-10,,-37.8092759983655,144.960321383924
Lilly Pilly,,2019-11-10,,-37.81160831800158,144.9883729820188
Yarra Gum,,2019-11-10,,-37.79117319493771,144.9498400830107
Lilly Pilly,,2019-11-10,,-37.81154939219518,144.9882681466072
Yarra Gum,,2019-11-10,,-37.791004463774534,144.94999362272173
Yarra Gum,,2019-11-10,,-37.790993849595935,144.95011383421388
River red gum,,2019-11-10,,-37.791371295988725,144.95010022247763
Australian Frangipani,,2019-11-10,,-37.79442931435476,144.94661683721452
Yarra Gum,,2019-11-10,,-37.789903638030886,144.9458486671073
River red gum,,2019-11-10,,-37.790564261432664,144.95051271341282
Variegated Kohuhu,,2019-11-10,,-37.814595907780486,144.98052330825553
Lilly Pilly,,2019-11-10,,-37.81153152644252,144.98811914580162
Lilly Pilly,,2019-11-10,,-37.81153567071491,144.98815072519128
Yarra Gum,,2019-11-10,,-37.790021950868756,144.9457549988751
Variegated Tarata,,2019-11-10,,-37.814587708397184,144.9805496586746
Variegated Tarata,,2019-11-10,,-37.814379180033775,144.98060770861542
Liquidamber or Sweet Gum,,2019-11-13,,-37.80744042821254,144.96593445695603
Common Fig,,2019-11-14,,-37.79022308209141,144.92594331655445
Common Fig,,2019-11-14,,-37.79018730797604,144.92590763796892
Lemon Scented Gum,,2019-11-14,,-37.81693932215298,144.96967548477627
River red gum,,2019-11-14,,-37.78191347954533,144.94142740274913
Lemon Scented Gum,,2019-11-14,,-37.79467575107886,144.9183416246378
Fairview flame maple,,2019-11-14,,-37.80545905354769,144.94442579507455
Brush Box,,2019-11-14,,-37.80749557787819,144.96967839059508
Lemon Scented Gum,,2019-11-15,,-37.81368217686705,144.97659524600246
Manna Gum,,2019-11-15,,-37.81384773366833,144.97649621523755
Sapporo Autumn Gold Elm,,2019-11-15,,-37.81440606500535,144.98800055561486
Manna Gum,,2019-11-15,,-37.81370173788557,144.97661129666267
Lemon Scented Gum,,2019-11-15,,-37.81383413295016,144.97654906717952
Manna Gum,,2019-11-15,,-37.81373105177592,144.9766075428526
Manna Gum,,2019-11-15,,-37.81371348216937,144.976623471362
Ironbark,,2019-11-15,,-37.80328846060117,144.94486328611796
Lemon Scented Gum,,2019-11-15,,-37.813801452457874,144.97659289812552
Sapporo Autumn Gold Elm,,2019-11-15,,-37.81437544541952,144.98773807291317
Manna Gum,,2019-11-15,,-37.81382214409835,144.97650168491685
Manna Gum,,2019-11-15,,-37.813703023969204,144.97664942917373
Manna Gum,,2019-11-15,,-37.813828656236936,144.97657647935165
Manna Gum,,2019-11-15,,-37.81382723285529,144.97647791835303
Lemon Scented Gum,,2019-11-15,,-37.813720442367085,144.97664043404433
Chinese Tallow,,2019-11-18,,-37.802415608705836,144.94960021675888
Huntingdon Elm,,2019-11-18,,-37.79202107126901,144.94528206691908
Huntingdon Elm,,2019-11-18,,-37.79124276504914,144.94430317334107
Dutch Elm,,2019-11-18,,-37.79145639669661,144.9451272580139
Camphor Laurel,,2019-11-19,,-37.80112421430657,144.95988897734145
Lemon Scented Gum,,2019-11-19,,-37.81986451365245,144.95872871285636
Camphor Laurel,,2019-11-19,,-37.80157475886254,144.95980321021787
Camphor Laurel,,2019-11-19,,-37.80102630616262,144.95990745825958
Coastal Banksia,,2019-11-21,,-37.80314339538523,144.92814556191342
Coastal Banksia,,2019-11-21,,-37.803147476175475,144.92810603662522
Silver Banksia,,2019-11-21,,-37.802904614750084,144.92616600615267
Coastal Banksia,,2019-11-21,,-37.80314044391692,144.92812122533104
Coastal Banksia,,2019-11-21,,-37.803132789328146,144.9281317747675
Silver Banksia,,2019-11-21,,-37.80298736421885,144.9267353233455
Indian horse-chestnut,,2019-11-25,,-37.8101398602855,144.97898485557425
UNKNOWN,,2019-11-25,,-37.816331169726986,144.98063619176725
English Elm,,2019-11-27,,-37.83939603802729,144.9823746123387
Rough-barked apple,,2019-11-27,,-37.827157016226266,144.98535491813485
UNKNOWN,,2019-11-27,,-37.81238885401103,144.97976808521307
Pau Ferro,,2019-11-27,,-37.81504343959603,144.95671455980192
UNKNOWN,,2019-11-27,,-37.81209049946363,144.97980109464567
Pau Ferro,,2019-11-27,,-37.81508245982193,144.95658989156325
Sapporo Autumn Gold Elm,,2019-11-28,,-37.79561240825252,144.96921029461566
Spotted Gum,,2019-12-02,,-37.82223158702583,144.96431135005534
Spotted Gum,,2019-12-02,,-37.822156040409965,144.9644139679906
Drooping sheoak,,2019-12-04,,-37.78251051602518,144.9472468597718
River red gum,,2019-12-04,,-37.783774660776274,144.9458858716943
Black Wattle,,2019-12-04,,-37.78379883265903,144.9457113608609
Black Wattle,,2019-12-04,,-37.78579838992333,144.9433942853084
Lightwood Wattle,,2019-12-04,,-37.78502454919024,144.9444886685152
Drooping sheoak,,2019-12-04,,-37.78249743148006,144.94717864016786
Drooping sheoak,,2019-12-04,,-37.78244603253031,144.9472595443149
Drooping sheoak,,2019-12-04,,-37.782378570275455,144.9474839601953
Black Wattle,,2019-12-04,,-37.7840062617683,144.94550861117605
Black Wattle,,2019-12-04,,-37.78558446287493,144.94372531098156
Black Wattle,,2019-12-04,,-37.78531632015397,144.94413584614497
Black Wattle,,2019-12-04,,-37.78560918642893,144.9437064575938
Drooping sheoak,,2019-12-04,,-37.782326146604944,144.94744918949073
Drooping sheoak,,2019-12-04,,-37.78238582066714,144.9473673753888
Black Wattle,,2019-12-04,,-37.784090759181524,144.94540339651297
Black Wattle,,2019-12-04,,-37.78418604066213,144.9453016300207
Drooping sheoak,,2019-12-04,,-37.78279785143402,144.94683037031996
Drooping sheoak,,2019-12-04,,-37.78271734872302,144.94692184540028
Black Wattle,,2019-12-04,,-37.78439416291769,144.94511282537258
Black Wattle,,2019-12-04,,-37.7855704218125,144.94382437548308
Drooping sheoak,,2019-12-04,,-37.782330665002604,144.94739819610302
Drooping sheoak,,2019-12-04,,-37.782495655121046,144.94722149606562
Drooping sheoak,,2019-12-04,,-37.78267806395337,144.94696358200628
Black Wattle,,2019-12-04,,-37.785543412520205,144.94370714529813
Black Wattle,,2019-12-04,,-37.78549877802873,144.9438759827596
River red gum,,2019-12-04,,-37.78435295258342,144.94513713076915
River red gum,,2019-12-04,,-37.78386380872692,144.94579926441477
Drooping sheoak,,2019-12-04,,-37.78404130849638,144.94544609754826
River red gum,,2019-12-04,,-37.78489944309414,144.94459580555971
Golden Wattle,,2019-12-04,,-37.78437596211752,144.9451439876393
Golden Wreath Wattle,,2019-12-04,,-37.78393535455203,144.94566965548088
Drooping sheoak,,2019-12-04,,-37.782583534008374,144.94714991511256
Lightwood Wattle,,2019-12-04,,-37.78226145283106,144.94729985036184
Drooping sheoak,,2019-12-04,,-37.78269855169103,144.9469395110261
Drooping sheoak,,2019-12-04,,-37.782537394469,144.94712927744501
Black Wattle,,2019-12-04,,-37.78551387376541,144.9437444137406
Drooping sheoak,,2019-12-04,,-37.782548654881964,144.9471910754362
Lightwood Wattle,,2019-12-04,,-37.785173262172776,144.94426255806732
Drooping sheoak,,2019-12-04,,-37.78275219759543,144.94692031329285
Drooping sheoak,,2019-12-04,,-37.782835205021904,144.94678641609406
